Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_10_57,VPWR,li1,33.5800,40.8000,1.799998
FILLER_10_48,VPWR,li1,29.4400,40.8000,1.799998
FILLER_10_41,VPWR,li1,24.6100,40.8000,1.799998
FILLER_10_29,VPWR,li1,21.6200,40.8000,1.799998
FILLER_10_27,VPWR,li1,18.1700,40.8000,1.799998
FILLER_10_15,VPWR,li1,13.8000,40.8000,1.799998
FILLER_10_3,VPWR,li1,9.6600,40.8000,1.799998
FILLER_9_57,VPWR,li1,31.9700,35.3600,1.799959
FILLER_9_52,VPWR,li1,30.3600,35.3600,1.799959
FILLER_9_36,VPWR,li1,22.7700,35.3600,1.799970
FILLER_9_15,VPWR,li1,12.6500,35.3600,1.799960
FILLER_9_7,VPWR,li1,10.5800,35.3600,1.799958
FILLER_8_41,VPWR,li1,24.6100,35.3600,1.799967
FILLER_8_37,VPWR,li1,23.4600,35.3600,1.799967
FILLER_8_29,VPWR,li1,19.3200,35.3600,1.799967
FILLER_8_24,VPWR,li1,17.4800,35.3600,1.799964
FILLER_8_20,VPWR,li1,14.9500,35.3600,1.799961
FILLER_8_14,VPWR,li1,13.3400,35.3600,1.799961
FILLER_8_3,VPWR,li1,7.1300,35.3600,1.799957
FILLER_7_54,VPWR,li1,30.8200,29.9200,1.799976
FILLER_7_41,VPWR,li1,24.8400,29.9200,1.799979
FILLER_7_33,VPWR,li1,22.5400,29.9200,1.799981
FILLER_7_27,VPWR,li1,18.4000,29.9200,1.799977
FILLER_6_29,VPWR,li1,19.5500,29.9200,1.799979
FILLER_6_22,VPWR,li1,17.0200,29.9200,1.799977
FILLER_6_15,VPWR,li1,13.3400,29.9200,1.799974
FILLER_6_3,VPWR,li1,7.1300,29.9200,1.799970
FILLER_5_64,VPWR,li1,35.1900,24.4800,1.799941
FILLER_5_15,VPWR,li1,12.6500,24.4800,1.799928
FILLER_5_6,VPWR,li1,9.2000,24.4800,1.799928
FILLER_4_44,VPWR,li1,25.9900,24.4800,1.799944
FILLER_4_23,VPWR,li1,16.5600,24.4800,1.799937
FILLER_3_55,VPWR,li1,31.0500,19.0400,1.799970
FILLER_3_11,VPWR,li1,10.8100,19.0400,1.799967
FILLER_3_7,VPWR,li1,8.9700,19.0400,1.799967
FILLER_3_3,VPWR,li1,7.8200,19.0400,1.799967
FILLER_2_64,VPWR,li1,35.1900,19.0400,1.799970
FILLER_2_38,VPWR,li1,23.6900,19.0400,1.799975
FILLER_2_32,VPWR,li1,20.9300,19.0400,1.799974
FILLER_2_25,VPWR,li1,17.7100,19.0400,1.799972
FILLER_2_18,VPWR,li1,14.2600,19.0400,1.799968
FILLER_1_57,VPWR,li1,32.2000,13.6000,1.799967
FILLER_1_52,VPWR,li1,29.6700,13.6000,1.799968
FILLER_1_23,VPWR,li1,16.3300,13.6000,1.799969
FILLER_0_60,VPWR,li1,33.3500,13.6000,1.799967
FILLER_0_55,VPWR,li1,31.0500,13.6000,1.799968
FILLER_0_50,VPWR,li1,28.9800,13.6000,1.799969
FILLER_0_46,VPWR,li1,26.9100,13.6000,1.799970
FILLER_0_29,VPWR,li1,19.0900,13.6000,1.799971
FILLER_0_23,VPWR,li1,16.3300,13.6000,1.799969
FILLER_0_11,VPWR,li1,11.2700,13.6000,1.799965
FILLER_0_3,VPWR,li1,8.7400,13.6000,1.799965
clkbuf_1_1__f_clk,VPWR,li1,30.8200,29.9200,1.799976
clkbuf_1_0__f_clk,VPWR,li1,11.5000,24.4800,1.799928
clkbuf_0_clk,VPWR,li1,17.4800,24.4800,1.799937
output17,VPWR,li1,34.5000,29.9200,1.799973
output16,VPWR,li1,34.5000,35.3600,1.799957
output15,VPWR,li1,7.8200,35.3600,1.799957
output14,VPWR,li1,7.8200,29.9200,1.799970
output13,VPWR,li1,17.4800,13.6000,1.799969
output12,VPWR,li1,23.9200,13.6000,1.799972
output11,VPWR,li1,34.5000,13.6000,1.799967
output10,VPWR,li1,32.6600,29.9200,1.799974
input9,VPWR,li1,34.0400,13.6000,1.799967
input8,VPWR,li1,25.9900,29.9200,1.799978
input7,VPWR,li1,26.9100,40.8000,1.799998
input6,VPWR,li1,17.2500,40.8000,1.799998
input5,VPWR,li1,7.5900,24.4800,1.799928
input4,VPWR,li1,15.4100,13.6000,1.799967
input3,VPWR,li1,22.3100,19.0400,1.799977
input2,VPWR,li1,27.8300,13.6000,1.799969
input1,VPWR,li1,30.5900,13.6000,1.799968
TAP_TAPCELL_ROW_10_34,VPWR,li1,31.5100,40.4930,1.799998
TAP_TAPCELL_ROW_10_33,VPWR,li1,18.6300,40.4930,1.799998
TAP_TAPCELL_ROW_9_32,VPWR,li1,31.5100,35.6660,1.799959
TAP_TAPCELL_ROW_8_31,VPWR,li1,18.6300,35.0530,1.799967
TAP_TAPCELL_ROW_7_30,VPWR,li1,31.5100,30.2260,1.799974
TAP_TAPCELL_ROW_6_29,VPWR,li1,18.6300,29.6130,1.799977
TAP_TAPCELL_ROW_5_28,VPWR,li1,31.5100,24.7860,1.799942
TAP_TAPCELL_ROW_4_27,VPWR,li1,18.6300,24.1730,1.799944
TAP_TAPCELL_ROW_3_26,VPWR,li1,31.5100,19.3460,1.799970
TAP_TAPCELL_ROW_2_25,VPWR,li1,18.6300,18.7330,1.799972
TAP_TAPCELL_ROW_1_24,VPWR,li1,31.5100,13.9060,1.799967
TAP_TAPCELL_ROW_0_23,VPWR,li1,31.5100,13.2930,1.799967
TAP_TAPCELL_ROW_0_22,VPWR,li1,18.6300,13.2930,1.799971
PHY_EDGE_ROW_10_Left_21,VPWR,li1,6.2100,40.8000,1.799998
PHY_EDGE_ROW_9_Left_20,VPWR,li1,6.2100,35.3600,1.799957
PHY_EDGE_ROW_8_Left_19,VPWR,li1,6.2100,35.3600,1.799957
PHY_EDGE_ROW_7_Left_18,VPWR,li1,6.2100,29.9200,1.799970
PHY_EDGE_ROW_6_Left_17,VPWR,li1,6.2100,29.9200,1.799970
PHY_EDGE_ROW_5_Left_16,VPWR,li1,6.2100,24.4800,1.799928
PHY_EDGE_ROW_4_Left_15,VPWR,li1,6.2100,24.4800,1.799928
PHY_EDGE_ROW_3_Left_14,VPWR,li1,6.2100,19.0400,1.799967
PHY_EDGE_ROW_2_Left_13,VPWR,li1,6.2100,19.0400,1.799967
PHY_EDGE_ROW_1_Left_12,VPWR,li1,6.2100,13.6000,1.799965
PHY_EDGE_ROW_0_Left_11,VPWR,li1,6.2100,13.6000,1.799965
PHY_EDGE_ROW_10_Right_10,VPWR,li1,36.1100,40.8000,1.799998
PHY_EDGE_ROW_9_Right_9,VPWR,li1,36.1100,35.3600,1.799957
PHY_EDGE_ROW_8_Right_8,VPWR,li1,36.1100,35.3600,1.799957
PHY_EDGE_ROW_7_Right_7,VPWR,li1,36.1100,29.9200,1.799973
PHY_EDGE_ROW_6_Right_6,VPWR,li1,36.1100,29.9200,1.799973
PHY_EDGE_ROW_5_Right_5,VPWR,li1,36.1100,24.4800,1.799941
PHY_EDGE_ROW_4_Right_4,VPWR,li1,36.1100,24.4800,1.799941
PHY_EDGE_ROW_3_Right_3,VPWR,li1,36.1100,19.0400,1.799970
PHY_EDGE_ROW_2_Right_2,VPWR,li1,36.1100,19.0400,1.799970
PHY_EDGE_ROW_1_Right_1,VPWR,li1,36.1100,13.6000,1.799967
PHY_EDGE_ROW_0_Right_0,VPWR,li1,36.1100,13.6000,1.799967
_99_,VPWR,li1,26.6800,24.4800,1.799944
_98_,VPWR,li1,30.8200,35.3600,1.799959
_97_,VPWR,li1,13.3400,29.9200,1.799974
_96_,VPWR,li1,17.0200,19.0400,1.799970
_95_,VPWR,li1,11.5000,13.6000,1.799965
_94_,VPWR,li1,26.2200,19.0400,1.799972
_93_,VPWR,li1,30.3600,19.0400,1.799970
_92_,VPWR,li1,30.8200,24.4800,1.799942
_91_,VPWR,li1,27.3700,29.9200,1.799978
_90_,VPWR,li1,32.8900,35.3600,1.799957
_89_,VPWR,li1,14.9500,29.9200,1.799974
_88_,VPWR,li1,24.1500,29.9200,1.799979
_87_,VPWR,li1,14.0300,13.6000,1.799967
_86_,VPWR,li1,17.7100,24.4800,1.799937
_85_,VPWR,li1,25.0700,19.0400,1.799975
_84_,VPWR,li1,32.8900,19.0400,1.799970
_83_,VPWR,li1,29.2100,29.9200,1.799976
_82_,VPWR,li1,8.5100,19.0400,1.799967
_81_,VPWR,li1,11.7300,19.0400,1.799967
_80_,VPWR,li1,15.8700,19.0400,1.799970
_79_,VPWR,li1,22.5400,13.6000,1.799972
